Transaction_id,User_id,Date_cleaned,Transaction_Type,Category_Clean,Amount_Clean,Is_Refund,is_Outlier,Payment_Mode_Clean,Location_Clean
T13955,U066,2021-03-30,Expense,Food,3268,NO,NO,UPI,Kolkata
T7979,U093,2022-05-19,Expense,Rent,413,NO,NO,UPI,Unknown
T3482,U041,2023-07-21,Expense,Food,9025,NO,NO,BANK TRANSFER,Kolkata
T4604,U056,2022-10-15,Expense,Salary,4525,NO,NO,BANK TRANSFER,Mumbai
T11083,U111,2022-04-01,Expense,Travel,1414,NO,NO,BANK TRANSFER,Kolkata
T9918,U081,2022-09-13,Expense,Entertainment,6950,NO,NO,CARD,Chennai
T9573,U060,2024-06-16,Expense,Travel,3378,NO,NO,CASH,Jaipur
T11879,U134,2021-10-26,Expense,Rent,8046,NO,NO,BANK TRANSFER,Lucknow
T10016,U072,2023-03-03,Expense,Rent,6477,NO,NO,UPI,Lucknow
T1228,U098,2022-11-28,Expense,Education,2602,NO,NO,BANK TRANSFER,Jaipur
T9784,U088,2021-10-31,Income,Others,66865,NO,NO,CASH,Pune
T5610,U002,2022-06-18,Expense,Misc,9771,NO,NO,UPI,Chennai
T9235,U041,2022-10-02,Expense,Health,0,NO,NO,CARD,Hyderabad
T13127,U104,2022-08-24,Expense,Bonus,1666,NO,NO,UPI,Lucknow
T1908,U101,2022-12-12,Expense,Entertainment,34751,NO,NO,CARD,Chennai
T10501,U143,2024-04-17,Income,Utilities,58332,NO,NO,CASH,Bangalore
T2301,U109,2024-12-05,Expense,Salary,3812,NO,NO,UPI,Mumbai
T6335,U052,2021-07-26,Expense,Food,4957,NO,NO,UPI,Jaipur
T1412,U135,2023-01-17,Expense,Freelance,45803,NO,NO,UPI,Jaipur
T3514,U097,2024-09-08,Expense,Rent,1959,NO,NO,CASH,Ahmedabad
T3715,U092,2022-05-20,Expense,Travel,1405,NO,NO,BANK TRANSFER,Chennai
T6522,U119,2024-04-13,Expense,Others,2580,NO,NO,BANK TRANSFER,Lucknow
T12226,U047,2024-02-27,Expense,Travel,3101,NO,NO,CARD,Chennai
T4508,U080,2022-02-27,Expense,Travel,31198,NO,NO,CASH,Kolkata
T11025,U031,2023-07-07,Expense,Savings,6678,NO,NO,UPI,Chennai
T5349,U009,2023-06-05,Income,Others,67808,NO,NO,CASH,Ahmedabad
T6374,U058,2021-01-19,Expense,Travel,1978,NO,NO,UNKNOWN,Pune
T13640,U025,2021-04-20,Expense,Food,9878,NO,NO,UPI,Ahmedabad
T6633,U103,2023-07-31,Income,Rent,79810,NO,NO,BANK TRANSFER,Pune
T2230,U117,2023-10-19,Expense,Food,3920,NO,NO,BANK TRANSFER,Ahmedabad
T10982,U056,2021-03-21,Expense,Travel,8676,NO,NO,CASH,Jaipur
T3855,U137,2023-02-20,Expense,Rent,342,NO,NO,UPI,Unknown
T13023,U080,2024-08-09,Income,Food,30978,NO,NO,UPI,Delhi
T10299,U123,2024-05-28,Expense,Education,1591,NO,NO,UPI,Chennai
T2166,U123,2023-08-15,Expense,Uncategorised,4817,NO,NO,CARD,Mumbai
T3289,U101,2022-04-08,Expense,Utilities,1563,NO,NO,UNKNOWN,Jaipur
T0728,U099,2021-02-20,Expense,Food,328,NO,NO,CARD,Chennai
T12836,U016,2022-07-22,Income,Travel,56804,NO,NO,CARD,Delhi
T0761,U106,2023-11-01,Expense,Entertainment,5350,NO,NO,UPI,Chennai
T1914,U020,2022-03-28,Expense,Food,7727,NO,NO,CARD,Unknown
T7958,U009,2024-07-18,Expense,Utilities,6852,NO,NO,CASH,Ahmedabad
T6740,U061,2024-01-09,Expense,Rent,5088,NO,NO,CASH,Chennai
T4846,U113,2021-09-20,Expense,Food,5535,NO,NO,CASH,Unknown
T5844,U118,2022-06-22,Expense,Rent,9004,NO,NO,CASH,Kolkata
T1055,U075,2024-05-20,Expense,Food,17794,NO,NO,CASH,Jaipur
T0102,U138,2024-02-26,Expense,Bonus,931,NO,NO,CASH,Ahmedabad
T1055,U075,2024-05-20,Expense,Freelance,17794,NO,NO,CASH,Jaipur
T6721,U009,2022-12-23,Expense,Utilities,931,NO,NO,BANK TRANSFER,Ahmedabad
T0309,U073,2021-03-11,Expense,Others,2095,NO,NO,CARD,Lucknow
T11405,U149,2021-02-22,Expense,Freelance,1823,NO,NO,CARD,Ahmedabad
T6348,U101,2021-08-20,Expense,Food,3484,NO,NO,CARD,Pune
T7084,U043,2024-04-08,Income,Rent,29952,NO,NO,CARD,Chennai
T3444,U060,2021-08-05,Income,Food,27877,NO,NO,BANK TRANSFER,Lucknow
T13227,U007,2023-12-09,Expense,Others,7409,NO,NO,UPI,Mumbai
T10036,U097,2024-08-13,Expense,Entertainment,8371,NO,NO,CASH,Bangalore
T0996,U146,2023-04-12,Income,Education,73422,NO,NO,CARD,Pune
T10805,U123,2024-02-12,Expense,Rent,999999,NO,YES,CARD,Chennai
T10449,U013,2024-05-29,Expense,Food,4210,NO,NO,BANK TRANSFER,Ahmedabad
T12583,U136,2021-07-05,Expense,Food,6819,NO,NO,CASH,Unknown
T10666,U086,2024-06-25,Expense,Food,5280,NO,NO,CASH,Delhi
T10453,U020,2024-12-10,Income,Food,55580,NO,NO,CASH,Ahmedabad
T0041,U117,2022-04-24,Expense,Freelance,1670,NO,NO,UPI,Unknown
T5437,U086,2021-11-22,Expense,Entertainment,5557,NO,NO,CARD,Jaipur
T13585,U109,2021-11-05,Income,Health,57035,NO,NO,CARD,Mumbai
T12269,U077,2023-06-02,Expense,Food,3427,NO,NO,UPI,Jaipur
T9488,U072,2024-01-08,Expense,Utilities,4064,NO,NO,UPI,Kolkata
T1672,U057,2021-10-15,Expense,Education,789,NO,NO,UPI,Chennai
T4765,U016,2024-04-29,Expense,Food,5063,NO,NO,CARD,Delhi
T2995,U067,2023-03-11,Expense,Rent,7988,NO,NO,UPI,Jaipur
T5232,U140,2021-10-10,Expense,Rent,8104,NO,NO,BANK TRANSFER,Delhi
T6153,U146,2023-02-21,Income,Rent,59374,NO,NO,CASH,Mumbai
T4228,U130,2021-12-24,Income,Savings,33416,NO,NO,UPI,Jaipur
T9234,U043,2024-10-02,Income,Education,37264,NO,NO,CASH,Unknown
T7677,U096,2021-03-08,Expense,Entertainment,2562,NO,NO,UPI,Ahmedabad
T3604,U078,2023-01-21,Expense,Travel,8088,NO,NO,BANK TRANSFER,Pune
T13575,U035,2021-02-13,Expense,Rent,6650,NO,NO,CASH,Chennai
T10698,U081,2021-08-15,Expense,Food,3247,NO,NO,BANK TRANSFER,Kolkata
T2730,U020,2022-03-13,Expense,Travel,4818,NO,NO,BANK TRANSFER,Bangalore
T10850,U101,2021-12-25,Expense,Food,1683,NO,NO,BANK TRANSFER,Kolkata
T13147,U131,2023-03-17,Income,Health,50775,NO,NO,UPI,Ahmedabad
T13323,U111,2023-04-25,Expense,Food,3233,NO,NO,BANK TRANSFER,Pune
T2761,U002,2022-02-05,Expense,Entertainment,9589,NO,NO,BANK TRANSFER,Chennai
T6812,U088,2023-02-16,Expense,Food,5552,NO,NO,CASH,Kolkata
T8341,U046,2022-09-17,Expense,Bonus,4644,NO,NO,CARD,Mumbai
T0184,U079,2024-12-23,Expense,Salary,3675,NO,NO,BANK TRANSFER,Jaipur
T10464,U134,2021-12-26,Expense,Rent,0,NO,NO,CASH,Pune
T1928,U058,2022-11-27,Expense,Utilities,5711,NO,NO,CARD,Hyderabad
T4601,U057,2024-04-10,Income,Education,46663,NO,NO,CASH,Ahmedabad
T9110,U053,2022-11-23,Expense,Food,7020,NO,NO,BANK TRANSFER,Delhi
T11736,U113,2021-04-06,Expense,Utilities,3012,NO,NO,UPI,Hyderabad
T11884,U113,2024-11-01,Expense,Freelance,5623,NO,NO,BANK TRANSFER,Unknown
T13817,U149,2023-07-21,Income,Rent,459085,NO,NO,UPI,Bangalore
T2397,U118,2022-02-01,Expense,Food,8615,NO,NO,UPI,Lucknow
T2384,U143,2022-03-02,Expense,Travel,9687,NO,NO,UPI,Lucknow
T13831,U016,2023-04-09,Expense,Health,3783,NO,NO,CASH,Delhi
T3432,U013,2024-05-12,Expense,Entertainment,1315,NO,NO,BANK TRANSFER,Pune
T0097,U025,2022-11-26,Expense,Salary,8293,NO,NO,BANK TRANSFER,Lucknow
T4190,U015,2023-11-18,Expense,Food,2280,NO,NO,CASH,Hyderabad
T11207,U041,2021-09-20,Expense,Education,5530,NO,NO,BANK TRANSFER,Hyderabad
T7771,U003,2022-03-16,Expense,Freelance,6239,NO,NO,CASH,Hyderabad
T5956,U095,2022-03-24,Expense,Rent,6625,NO,NO,CASH,Pune
T0508,U027,2023-10-20,Income,Rent,29482,NO,NO,CARD,Ahmedabad
T11664,U038,2021-09-12,Expense,Rent,1906,NO,NO,CARD,Kolkata
T7856,U085,2023-12-10,Expense,Food,4697,NO,NO,UPI,Jaipur
T9354,U050,2024-01-04,Expense,Education,8325,NO,NO,BANK TRANSFER,Pune
T2639,U143,2024-01-18,Income,Food,782862,NO,YES,CASH,Lucknow
T3451,U094,2023-06-11,Expense,Travel,1231,NO,NO,BANK TRANSFER,Delhi
T7167,U054,2023-05-25,Expense,Entertainment,8498,NO,NO,UPI,Unknown
T10910,U093,2021-12-03,Expense,Others,2808,NO,NO,CARD,Lucknow
T5512,U005,2024-10-08,Expense,Food,3688,NO,NO,BANK TRANSFER,Lucknow
T10596,U146,2021-05-29,Income,Food,19190,NO,NO,UNKNOWN,Mumbai
T1822,U037,2024-12-08,Expense,Food,5289,NO,NO,UPI,Kolkata
T9878,U059,2021-10-09,Income,Entertainment,38031,NO,NO,UNKNOWN,Jaipur
T2543,U033,2022-06-16,Expense,Food,1379,NO,NO,UPI,Pune
T9491,U082,2022-03-04,Expense,Utilities,4723,NO,NO,CARD,Chennai
T5551,U075,2021-04-22,Expense,Bonus,7555,NO,NO,UPI,Delhi
T10958,U043,2021-07-05,Income,Utilities,60182,NO,NO,UPI,Unknown
T1777,U050,2024-04-12,Income,Utilities,76182,NO,NO,BANK TRANSFER,Lucknow
T12875,U096,2024-07-05,Expense,Others,8746,NO,NO,CARD,Ahmedabad
T1102,U045,2021-09-18,Income,Health,44667,NO,NO,CASH,Pune
T1173,U066,2023-12-11,Expense,Travel,0,NO,NO,CASH,Lucknow
T3010,U030,2024-12-24,Expense,Utilities,2747,NO,NO,UPI,Bangalore
T10721,U051,2021-02-26,Expense,Food,1076,NO,NO,UPI,Delhi
T3186,U027,2024-01-14,Expense,Freelance,5132,NO,NO,CARD,Lucknow
T9129,U149,2023-12-22,Expense,Utilities,2325,NO,NO,CASH,Hyderabad
T7687,U029,2024-04-13,Expense,Freelance,6632,NO,NO,CARD,Mumbai
T13693,U016,2024-02-21,Expense,Savings,3262,NO,NO,CARD,Ahmedabad
T13812,U029,2024-06-15,Income,Travel,76046,NO,NO,CASH,Jaipur
T9532,U137,2021-07-22,Expense,Entertainment,789,NO,NO,CASH,Pune
T5672,U059,2022-08-19,Expense,Food,6124,NO,NO,CASH,Lucknow
T10947,U120,2024-06-29,Expense,Rent,5150,NO,NO,BANK TRANSFER,Lucknow
T13766,U041,2022-08-17,Expense,Rent,6791,NO,NO,CARD,Ahmedabad
T6486,U146,2023-06-24,Expense,Rent,4974,NO,NO,BANK TRANSFER,Hyderabad
T11315,U040,2022-02-01,Expense,Freelance,7742,NO,NO,BANK TRANSFER,Mumbai
T2298,U004,2024-01-14,Expense,Food,0,NO,NO,BANK TRANSFER,Lucknow
T9044,U089,2023-01-06,Expense,Travel,604,NO,NO,BANK TRANSFER,Chennai
T6352,U139,2023-02-05,Expense,Rent,9372,NO,NO,UPI,Pune
T3728,U109,2022-10-05,Expense,Rent,4000,NO,NO,BANK TRANSFER,Ahmedabad
T2550,U024,2022-10-06,Expense,Rent,27769,NO,NO,CARD,Unknown
T13916,U141,2023-11-28,Expense,Food,3435,NO,NO,UNKNOWN,Ahmedabad
T11390,U105,2024-08-02,Income,Food,58106,NO,NO,CASH,Kolkata
T5386,U088,2024-06-17,Expense,Utilities,8162,NO,NO,BANK TRANSFER,Jaipur
T1152,U051,2023-03-08,Expense,Entertainment,4907,NO,NO,CARD,Mumbai
T9976,U131,2023-10-14,Expense,Travel,3573,NO,NO,UPI,Unknown
T11404,U150,2023-06-30,Expense,Bonus,635,NO,NO,BANK TRANSFER,Delhi
T11917,U136,2023-05-12,Expense,Food,128,NO,NO,UNKNOWN,Hyderabad
T10768,U052,2023-12-04,Expense,Rent,7321,NO,NO,UPI,Lucknow
T10934,U032,2023-09-30,Expense,Investment,4035,NO,NO,UPI,Lucknow
T7474,U111,2023-10-26,Expense,Food,6081,NO,NO,UPI,Unknown
T3282,U148,2022-10-14,Expense,Food,29153,NO,NO,BANK TRANSFER,Bangalore
T0782,U118,2022-12-03,Income,Entertainment,53332,NO,NO,CARD,Kolkata
T7282,U106,2024-12-21,Expense,Uncategorised,1710,NO,NO,CARD,Lucknow
T4243,U104,2024-01-08,Expense,Salary,9864,NO,NO,UNKNOWN,Lucknow
T1856,U107,2021-12-15,Expense,Rent,7174,NO,NO,BANK TRANSFER,Pune
T4344,U146,2024-01-30,Expense,Rent,544,NO,NO,CARD,Pune
T0176,U133,2024-10-19,Expense,Travel,2838,NO,NO,BANK TRANSFER,Pune
T4564,U149,2021-01-31,Expense,Food,3226,NO,NO,CASH,Chennai
T4121,U054,2024-03-21,Income,Rent,46588,NO,NO,BANK TRANSFER,Chennai
T13560,U060,2024-09-17,Expense,Bonus,951,NO,NO,UPI,Jaipur
T2963,U063,2021-04-05,Expense,Freelance,0,NO,NO,UPI,Delhi
T9046,U038,2022-08-14,Expense,Others,261,NO,NO,CARD,Mumbai
T6537,U104,2023-02-15,Expense,Travel,16219,NO,NO,UPI,Mumbai
T10175,U065,2022-08-16,Expense,Rent,5833,NO,NO,CARD,Pune
T12776,U019,2021-04-14,Income,Food,22666,NO,NO,CASH,Bangalore
T5869,U115,2024-08-12,Expense,Rent,3718,NO,NO,BANK TRANSFER,Kolkata
T7109,U005,2021-11-05,Expense,Salary,2978,NO,NO,UPI,Unknown
T5943,U118,2024-03-30,Expense,Bonus,1722,NO,NO,CASH,Pune
T4273,U008,2021-03-24,Expense,Utilities,1864,NO,NO,CARD,Bangalore
T8650,U016,2023-02-21,Expense,Entertainment,4523,NO,NO,UPI,Chennai
T2646,U081,2024-09-08,Expense,Rent,5895,NO,NO,CASH,Jaipur
T0634,U030,2023-07-12,Expense,Entertainment,12318,NO,NO,BANK TRANSFER,Hyderabad
T11438,U004,2024-03-14,Expense,Food,4616,NO,NO,UPI,Delhi
T2930,U078,2023-03-21,Expense,Others,1636,NO,NO,CASH,Ahmedabad
T12270,U110,2021-07-27,Expense,Others,4102,NO,NO,CARD,Hyderabad
T1996,U006,2021-04-28,Expense,Others,5581,NO,NO,CARD,Bangalore
T7848,U050,2022-10-08,Expense,Food,3108,NO,NO,UNKNOWN,Unknown
T4277,U116,2024-07-02,Expense,Freelance,3438,NO,NO,BANK TRANSFER,Bangalore
T7180,U124,2023-10-18,Expense,Travel,7485,NO,NO,CARD,Kolkata
T4223,U013,2021-05-23,Expense,Food,2344,NO,NO,BANK TRANSFER,Bangalore
T10859,U081,2021-08-06,Expense,Food,1103,NO,NO,UPI,Pune
T12538,U059,2023-10-21,Expense,Entertainment,3975,NO,NO,CASH,Lucknow
T11229,U114,2023-05-07,Expense,Rent,654,NO,NO,UPI,Pune
T9708,U083,2021-08-10,Expense,Entertainment,4554,NO,NO,UPI,Mumbai
T11262,U075,2023-04-18,Expense,Education,2080,NO,NO,CARD,Bangalore
T9622,U074,2022-09-06,Expense,Food,9542,NO,NO,BANK TRANSFER,Lucknow
T0376,U067,2023-07-10,Income,Savings,44131,NO,NO,UNKNOWN,Kolkata
T5377,U021,2022-07-17,Income,Food,42147,NO,NO,BANK TRANSFER,Unknown
T8208,U077,2021-08-10,Income,Rent,13777,NO,NO,CASH,Hyderabad
T11056,U027,2023-06-26,Income,Utilities,0,NO,NO,UPI,Kolkata
T10090,U029,2021-09-03,Expense,Salary,8430,NO,NO,CARD,Delhi
T0817,U059,2022-07-23,Expense,Rent,999999,NO,YES,UPI,Bangalore
T7887,U140,2021-01-18,Expense,Entertainment,5508,NO,NO,UPI,Unknown
T10415,U088,2024-04-29,Income,Rent,58012,NO,NO,CARD,Bangalore
T5070,U015,2024-05-22,Expense,Utilities,6226,NO,NO,BANK TRANSFER,Unknown
T10650,U098,2024-06-11,Expense,Food,9556,NO,NO,CASH,Unknown
T0337,U123,2021-10-13,Expense,Food,7406,NO,NO,CARD,Kolkata
T7809,U088,2024-03-24,Expense,Food,3674,NO,NO,CASH,Jaipur
T9736,U116,2024-10-15,Expense,Others,3377,NO,NO,CARD,Unknown
T0578,U033,2022-08-02,Expense,Education,1112,NO,NO,CASH,Jaipur
T0564,U016,2024-04-12,Expense,Education,9308,NO,NO,CARD,Mumbai
T2593,U001,2023-02-26,Income,Rent,73568,NO,NO,UPI,Bangalore
T4650,U034,2021-05-30,Expense,Food,6610,NO,NO,UPI,Chennai
T0307,U115,2021-06-28,Expense,Health,1018,NO,NO,BANK TRANSFER,Mumbai
T3993,U105,2023-12-14,Expense,Others,5561,NO,NO,BANK TRANSFER,Mumbai
T8702,U010,2023-04-29,Expense,Rent,37378,NO,NO,CARD,Kolkata
T9034,U023,2022-11-08,Expense,Travel,409,NO,NO,CASH,Ahmedabad
T4618,U070,2021-02-21,Income,Rent,56722,NO,NO,BANK TRANSFER,Pune
T2976,U126,2024-07-31,Expense,Food,4985,NO,NO,BANK TRANSFER,Lucknow
T3331,U001,2023-02-22,Expense,Freelance,3076,NO,NO,CARD,Delhi
T7889,U017,2024-06-02,Expense,Food,7572,NO,NO,BANK TRANSFER,Chennai
T7702,U015,2023-12-27,Expense,Rent,9428,NO,NO,CASH,Delhi
T6221,U021,2021-12-20,Expense,Others,2900,NO,NO,UPI,Lucknow
T3296,U100,2023-12-13,Expense,Utilities,1360,NO,NO,CARD,Chennai
T1712,U128,2023-02-23,Expense,Rent,5845,NO,NO,UPI,Pune
T7039,U144,2021-05-13,Expense,Education,4807,NO,NO,BANK TRANSFER,Pune
T9329,U032,2021-07-08,Expense,Food,5048,NO,NO,CASH,Kolkata
T3749,U055,2022-10-31,Expense,Investment,6228,NO,NO,BANK TRANSFER,Ahmedabad
T8289,U148,2023-01-05,Expense,Travel,4832,NO,NO,CARD,Chennai
T1987,U026,2022-04-27,Expense,Utilities,3022,NO,NO,CASH,Ahmedabad
T0977,U147,2022-06-24,Expense,Rent,2357,NO,NO,UPI,Chennai
T11342,U102,2021-04-15,Income,Food,15555,NO,NO,UPI,Mumbai
T6751,U134,2023-09-03,Expense,Education,171,NO,NO,BANK TRANSFER,Mumbai
T11625,U028,2023-11-30,Income,Salary,12944,NO,NO,UNKNOWN,Jaipur
T12514,U045,2021-08-07,Expense,Utilities,8433,NO,NO,UPI,Kolkata
T5767,U080,2022-07-20,Expense,Travel,9364,NO,NO,BANK TRANSFER,Kolkata
T1556,U121,2024-01-19,Expense,Travel,2250,NO,NO,UPI,Hyderabad
T7572,U047,2022-04-20,Expense,Health,3168,NO,NO,BANK TRANSFER,Pune
T4976,U113,2022-08-19,Expense,Entertainment,432,NO,NO,UPI,Mumbai
T8817,U098,2021-09-15,Expense,Food,7537,NO,NO,CASH,Mumbai
T7514,U087,2024-05-27,Income,Food,52691,NO,NO,UPI,Hyderabad
T3599,U031,2022-06-24,Income,Health,75978,NO,NO,UNKNOWN,Delhi
T3674,U033,2024-03-23,Expense,Travel,6890,NO,NO,CARD,Pune
T3668,U134,2023-11-27,Expense,Food,2443,NO,NO,UPI,Pune
T9605,U023,2022-05-22,Expense,Freelance,46003,NO,NO,CASH,Hyderabad
T7915,U045,2021-12-18,Expense,Rent,13427,NO,NO,BANK TRANSFER,Unknown
T11610,U029,2022-04-28,Expense,Freelance,3852,NO,NO,CARD,Unknown
T7119,U149,2023-08-04,Expense,Food,1101,NO,NO,UPI,Chennai
T0519,U037,2021-11-26,Expense,Others,5693,NO,NO,BANK TRANSFER,Pune
T6222,U125,2024-04-04,Expense,Others,3873,NO,NO,CARD,Ahmedabad
T1639,U021,2024-08-04,Expense,Bonus,5071,NO,NO,BANK TRANSFER,Jaipur
T8202,U086,2021-09-19,Expense,Salary,8723,NO,NO,CARD,Lucknow
T3691,U150,2024-09-15,Expense,Investment,1203,NO,NO,BANK TRANSFER,Jaipur
T1279,U016,2021-07-25,Expense,Travel,3248,NO,NO,CARD,Jaipur
T6981,U092,2024-09-24,Expense,Investment,1247,NO,NO,UPI,Lucknow
T9102,U109,2021-05-17,Expense,Travel,5070,NO,NO,CARD,Kolkata
T10130,U003,2022-06-14,Expense,Health,1258,NO,NO,UNKNOWN,Hyderabad
T6215,U041,2022-01-26,Expense,Food,7832,NO,NO,UPI,Bangalore
T9621,U045,2024-04-04,Expense,Education,1785,NO,NO,CARD,Chennai
T8172,U058,2021-06-18,Expense,Investment,9292,NO,NO,UPI,Lucknow
T2281,U115,2021-12-28,Expense,Utilities,-1000,YES,NO,CARD,Unknown
T0747,U013,2021-07-01,Expense,Utilities,3091,NO,NO,UPI,Pune
T11469,U018,2024-02-02,Expense,Food,6261,NO,NO,CARD,Bangalore
T2173,U041,2024-06-18,Expense,Travel,8472,NO,NO,BANK TRANSFER,Chennai
T5522,U021,2022-11-25,Expense,Food,6662,NO,NO,UPI,Hyderabad
T12596,U069,2023-09-04,Expense,Food,9763,NO,NO,BANK TRANSFER,Lucknow
T0917,U013,2024-06-10,Expense,Utilities,4136,NO,NO,UPI,Unknown
T6507,U053,2021-09-12,Expense,Travel,6892,NO,NO,CASH,Kolkata
T7872,U095,2022-01-02,Expense,Travel,4368,NO,NO,CARD,Mumbai
T5617,U099,2021-11-29,Expense,Entertainment,7568,NO,NO,UPI,Pune
T4776,U140,2023-12-06,Expense,Utilities,2423,NO,NO,BANK TRANSFER,Lucknow
T7292,U017,2022-02-06,Expense,Investment,43387,NO,NO,CARD,Chennai
T1646,U034,2021-05-05,Income,Food,60979,NO,NO,UPI,Hyderabad
T11321,U124,2022-10-18,Expense,Travel,2541,NO,NO,UPI,Lucknow
T12517,U100,2024-02-04,Expense,Travel,5841,NO,NO,CARD,Jaipur
T4613,U131,2022-05-17,Expense,Food,814,NO,NO,BANK TRANSFER,Bangalore
T2974,U007,2024-10-02,Expense,Savings,3826,NO,NO,CASH,Jaipur
T2466,U111,2022-01-06,Income,Rent,43006,NO,NO,CASH,Lucknow
T12299,U145,2024-09-15,Income,Rent,66394,NO,NO,UPI,Bangalore
T11436,U080,2022-10-03,Income,Education,29568,NO,NO,BANK TRANSFER,Hyderabad
T2658,U118,2024-03-12,Expense,Food,7091,NO,NO,CARD,Hyderabad
T8018,U139,2024-07-20,Income,Investment,35930,NO,NO,CARD,Mumbai
T7978,U036,2022-08-25,Expense,Utilities,6278,NO,NO,BANK TRANSFER,Jaipur
T3762,U060,2023-01-13,Expense,Rent,4479,NO,NO,CARD,Chennai
T9872,U108,2021-11-12,Expense,Entertainment,4222,NO,NO,UPI,Bangalore
T1076,U109,2024-02-21,Expense,Rent,675,NO,NO,CASH,Jaipur
T3426,U097,2022-08-07,Income,Food,19576,NO,NO,BANK TRANSFER,Mumbai
T12603,U015,2024-05-21,Expense,Freelance,1816,NO,NO,BANK TRANSFER,Lucknow
T11280,U100,2022-02-27,Expense,Food,4808,NO,NO,CASH,Mumbai
T6568,U004,2024-09-25,Expense,Entertainment,2508,NO,NO,CARD,Jaipur
T0694,U130,2024-01-02,Expense,Rent,9177,NO,NO,CASH,Ahmedabad
T11700,U134,2021-06-07,Expense,Travel,1227,NO,NO,CASH,Hyderabad
T7527,U063,2023-12-22,Expense,Education,47588,NO,NO,CARD,Lucknow
T9165,U062,2022-04-11,Expense,Savings,1838,NO,NO,UPI,Chennai
T3548,U052,2021-10-10,Expense,Food,460,NO,NO,BANK TRANSFER,Lucknow
T10880,U040,2022-02-24,Expense,Investment,259,NO,NO,BANK TRANSFER,Kolkata
T5509,U028,2024-09-08,Expense,Travel,2452,NO,NO,CASH,Mumbai
T3729,U142,2023-10-30,Expense,Freelance,6326,NO,NO,CASH,Ahmedabad
T0118,U142,2022-08-03,Expense,Rent,8247,NO,NO,UPI,Pune
T12911,U044,2022-05-24,Expense,Salary,5178,NO,NO,BANK TRANSFER,Unknown
T2236,U048,2022-10-29,Expense,Utilities,2058,NO,NO,CASH,Chennai
T0369,U130,2023-05-12,Expense,Food,953,NO,NO,CARD,Kolkata
T12608,U048,2023-11-22,Expense,Travel,2204,NO,NO,UPI,Pune
T9924,U037,2024-05-03,Expense,Food,5004,NO,NO,BANK TRANSFER,Delhi
T4398,U100,2024-10-02,Income,Rent,37501,NO,NO,CARD,Kolkata
T9610,U092,2024-08-31,Expense,Food,8733,NO,NO,UNKNOWN,Unknown
T9804,U096,2023-02-01,Expense,Others,-500,YES,NO,UPI,Chennai
T11073,U129,2022-07-25,Expense,Others,1611,NO,NO,CASH,Pune
T4838,U010,2021-06-07,Expense,Misc,8300,NO,NO,BANK TRANSFER,Hyderabad
T12960,U085,2023-01-07,Expense,Investment,101,NO,NO,CASH,Bangalore
T1658,U066,2024-05-06,Expense,Rent,4785,NO,NO,UPI,Unknown
T13331,U058,2021-05-21,Income,Education,58650,NO,NO,CASH,Mumbai
T10590,U096,2021-12-25,Expense,Health,0,NO,NO,CASH,Ahmedabad
T9208,U086,2022-05-22,Income,Entertainment,77193,NO,NO,UPI,Lucknow
T2182,U049,2024-10-12,Expense,Entertainment,7260,NO,NO,UPI,Ahmedabad
T8805,U007,2022-01-02,Expense,Education,2493,NO,NO,UPI,Chennai
T1363,U106,2021-01-19,Expense,Food,3973,NO,NO,BANK TRANSFER,Kolkata
T5274,U033,2024-11-06,Expense,Food,1669,NO,NO,UPI,Ahmedabad
T2866,U069,2021-05-19,Expense,Investment,35278,NO,NO,CARD,Delhi
T10736,U129,2022-08-18,Expense,Savings,1373,NO,NO,BANK TRANSFER,Pune
T4567,U020,2022-07-06,Income,Education,41429,NO,NO,BANK TRANSFER,Kolkata
T9284,U061,2022-06-27,Expense,Travel,4654,NO,NO,UNKNOWN,Jaipur
T11640,U030,2021-08-05,Expense,Bonus,0,NO,NO,UPI,Lucknow
T2120,U134,2023-12-10,Expense,Travel,1716,NO,NO,CASH,Unknown
T11174,U136,2021-05-30,Expense,Entertainment,8101,NO,NO,CASH,Chennai
T2622,U020,2024-01-24,Expense,Education,0,NO,NO,BANK TRANSFER,Unknown
T2436,U125,2023-11-09,Expense,Entertainment,3456,NO,NO,UPI,Ahmedabad
T6506,U128,2021-10-02,Expense,Utilities,9609,NO,NO,CARD,Mumbai
T2228,U145,2022-01-19,Expense,Utilities,8773,NO,NO,CARD,Delhi
T2078,U115,2022-12-09,Expense,Others,5854,NO,NO,UPI,Ahmedabad
T10015,U093,2023-01-06,Expense,Food,0,NO,NO,CARD,Pune
T3692,U048,2023-04-05,Expense,Travel,3973,NO,NO,UPI,Pune
T3090,U130,2024-06-30,Expense,Freelance,4780,NO,NO,BANK TRANSFER,Jaipur
T6838,U149,2023-05-16,Expense,Entertainment,5933,NO,NO,BANK TRANSFER,Pune
T5038,U144,2022-09-26,Income,Health,30258,NO,NO,UNKNOWN,Chennai
T11874,U108,2022-01-03,Expense,Food,4388,NO,NO,CASH,Kolkata
T9868,U081,2021-04-18,Income,Utilities,42493,NO,NO,CASH,Pune
T4292,U134,2023-08-23,Expense,Food,3869,NO,NO,CARD,Delhi
T3219,U128,2021-02-03,Expense,Food,1095,NO,NO,CASH,Bangalore
T6109,U045,2023-01-26,Expense,Food,25950,NO,NO,UPI,Jaipur
T11399,U067,2022-12-23,Expense,Food,8412,NO,NO,CARD,Mumbai
